video_id,label,frames,label_id,shape,format
37999,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38001,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38011,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38014,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
38017,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
38019,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38020,Mengetuk Jari,37,1,"(100, 176)",JPEG
38024,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38029,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38032,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38036,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38055,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38083,Mengetuk Jari,37,1,"(100, 176)",JPEG
38091,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38104,Mengetuk Jari,37,1,"(100, 176)",JPEG
38128,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
38162,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38167,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38176,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38180,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38203,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38215,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38237,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38288,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38301,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38342,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38365,Tidak ada gerakan,37,2,"(100, 100)",JPEG
38368,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38390,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38409,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
38422,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38441,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38477,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38479,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38487,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38525,Tidak ada gerakan,37,2,"(100, 132)",JPEG
38554,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38560,Tidak ada gerakan,37,2,"(100, 132)",JPEG
38613,Mengetuk Jari,37,1,"(100, 176)",JPEG
38627,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38643,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38650,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38660,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
38690,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
38716,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38719,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38730,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38736,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38737,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38744,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38753,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38764,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38766,Tidak ada gerakan,37,2,"(100, 132)",JPEG
38770,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38780,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
38799,Mengetuk Jari,37,1,"(100, 176)",JPEG
38807,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38832,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38833,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38835,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
38871,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
38889,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38907,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
38908,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
38937,Tidak ada gerakan,37,2,"(100, 132)",JPEG
38965,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
38988,Tidak ada gerakan,37,2,"(100, 176)",JPEG
38992,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
39014,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39016,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
39029,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
39031,Mengetuk Jari,37,1,"(100, 176)",JPEG
39062,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39073,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
39077,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
39082,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39092,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39106,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
39114,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
39129,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39187,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39201,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39203,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39213,Mengetuk Jari,37,1,"(100, 176)",JPEG
39226,Mengetuk Jari,37,1,"(100, 176)",JPEG
39227,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39230,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39243,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39259,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
39260,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
39262,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39267,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39278,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39280,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39299,Tidak ada gerakan,37,2,"(100, 132)",JPEG
39326,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39343,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
39349,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39350,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39372,Mengetuk Jari,37,1,"(100, 176)",JPEG
39374,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39407,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39410,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39431,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39437,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
39443,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
39476,Mengetuk Jari,37,1,"(100, 176)",JPEG
39492,Mengetuk Jari,37,1,"(100, 176)",JPEG
39493,Tidak ada gerakan,37,2,"(100, 132)",JPEG
39496,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39511,Tidak ada gerakan,37,2,"(100, 132)",JPEG
39512,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
39526,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
39538,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
39543,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39553,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
39593,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39613,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39645,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39660,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39668,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39684,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39695,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39698,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
39751,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39774,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39799,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39809,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39816,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39826,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39827,Mengetuk Jari,37,1,"(100, 132)",JPEG
39835,Tidak ada gerakan,37,2,"(100, 176)",JPEG
39841,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39855,Mengetuk Jari,37,1,"(100, 132)",JPEG
39884,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
39931,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
39959,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
39962,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39982,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
39987,Tidak ada gerakan,37,2,"(100, 132)",JPEG
40019,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40023,Mengetuk Jari,37,1,"(100, 176)",JPEG
40052,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40068,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40129,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40130,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40162,Tidak ada gerakan,37,2,"(100, 176)",JPEG
40175,Tidak ada gerakan,37,2,"(100, 132)",JPEG
40217,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40219,Tidak ada gerakan,37,2,"(100, 176)",JPEG
40230,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40240,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40276,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40285,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40298,Tidak ada gerakan,37,2,"(100, 132)",JPEG
40299,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40304,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40342,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40348,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40356,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40360,Tidak ada gerakan,37,2,"(100, 132)",JPEG
40384,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40403,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40432,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40438,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40465,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40467,Mengetuk Jari,37,1,"(100, 176)",JPEG
40475,Tidak ada gerakan,37,2,"(100, 176)",JPEG
40496,Mengetuk Jari,37,1,"(100, 132)",JPEG
40504,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40510,Tidak ada gerakan,37,2,"(100, 176)",JPEG
40518,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40523,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40527,Mengetuk Jari,37,1,"(100, 176)",JPEG
40531,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40552,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40569,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
40578,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40592,Mengetuk Jari,37,1,"(100, 176)",JPEG
40623,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40632,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40634,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40657,Mengetuk Jari,37,1,"(100, 176)",JPEG
40669,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
40680,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40694,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
40722,Tidak ada gerakan,37,2,"(100, 132)",JPEG
40730,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
40750,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
40759,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40779,Mengetuk Jari,37,1,"(100, 176)",JPEG
40785,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40821,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40868,Mengetuk Jari,37,1,"(100, 176)",JPEG
40900,Tidak ada gerakan,37,2,"(100, 132)",JPEG
40903,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
40923,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40942,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
40952,Mengetuk Jari,37,1,"(100, 176)",JPEG
40972,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
40988,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
41012,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41017,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41036,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
41052,Mengetuk Jari,37,1,"(100, 176)",JPEG
41090,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41125,Mengetuk Jari,37,1,"(100, 176)",JPEG
41127,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
41128,Mengetuk Jari,37,1,"(100, 176)",JPEG
41136,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
41167,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41201,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41217,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41225,Mengetuk Jari,37,1,"(100, 176)",JPEG
41251,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41264,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41323,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41358,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
41390,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
41438,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
41447,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41451,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41456,Mengetuk Jari,37,1,"(100, 132)",JPEG
41464,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
41471,Mengetuk Jari,37,1,"(100, 176)",JPEG
41486,Mengetuk Jari,37,1,"(100, 176)",JPEG
41493,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41495,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41498,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41527,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41547,Mengetuk Jari,37,1,"(100, 176)",JPEG
41592,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
41607,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
41638,Mengetuk Jari,37,1,"(100, 176)",JPEG
41647,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
41663,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41688,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41695,Mengetuk Jari,37,1,"(100, 176)",JPEG
41708,Tidak ada gerakan,37,2,"(100, 132)",JPEG
41717,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
41742,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
41764,Mengetuk Jari,37,1,"(100, 176)",JPEG
41765,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41766,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
41770,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
41876,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41884,Mengetuk Jari,37,1,"(100, 132)",JPEG
41885,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
41889,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
41891,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
41903,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41909,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41914,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41941,Tidak ada gerakan,37,2,"(100, 176)",JPEG
41945,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41954,Mengetuk Jari,37,1,"(100, 176)",JPEG
41995,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
41997,Mengetuk Jari,37,1,"(100, 176)",JPEG
42145,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42154,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
42155,Tidak ada gerakan,37,2,"(100, 176)",JPEG
42175,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42187,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42201,Mengetuk Jari,37,1,"(100, 176)",JPEG
42213,Mengetuk Jari,37,1,"(100, 176)",JPEG
42246,Mengetuk Jari,37,1,"(100, 176)",JPEG
42247,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42262,Mengetuk Jari,37,1,"(100, 176)",JPEG
42317,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42318,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
42377,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42402,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42440,Mengetuk Jari,37,1,"(100, 176)",JPEG
42461,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42463,Tidak ada gerakan,37,2,"(100, 176)",JPEG
42468,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42486,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42503,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42504,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
42511,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42533,Mengetuk Jari,37,1,"(100, 176)",JPEG
42555,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42569,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42589,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42593,Tidak ada gerakan,37,2,"(100, 176)",JPEG
42648,Tidak ada gerakan,37,2,"(100, 176)",JPEG
42652,Mengetuk Jari,37,1,"(100, 176)",JPEG
42655,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42674,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42676,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42682,Mengetuk Jari,37,1,"(100, 176)",JPEG
42683,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42695,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42718,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
42762,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42774,Tidak ada gerakan,37,2,"(100, 176)",JPEG
42788,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
42802,Mengetuk Jari,37,1,"(100, 132)",JPEG
42803,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42826,Mengetuk Jari,37,1,"(100, 176)",JPEG
42843,Tidak ada gerakan,37,2,"(100, 132)",JPEG
42853,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42854,Mengetuk Jari,37,1,"(100, 176)",JPEG
42861,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
42881,Mengetuk Jari,37,1,"(100, 132)",JPEG
42894,Mengetuk Jari,37,1,"(100, 176)",JPEG
42902,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
42915,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
42943,Tidak ada gerakan,37,2,"(100, 176)",JPEG
42945,Mengetuk Jari,37,1,"(100, 176)",JPEG
42966,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
42978,Mengetuk Jari,37,1,"(100, 176)",JPEG
42980,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
43012,Tidak ada gerakan,37,2,"(100, 132)",JPEG
43013,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43021,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43036,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43046,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43052,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43086,Mengetuk Jari,37,1,"(100, 176)",JPEG
43098,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43108,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43118,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43125,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43127,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43129,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43134,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43146,Mengetuk Jari,37,1,"(100, 176)",JPEG
43157,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43158,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
43166,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43177,Mengetuk Jari,37,1,"(100, 176)",JPEG
43194,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43198,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43203,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43206,Mengetuk Jari,37,1,"(100, 132)",JPEG
43207,Mengetuk Jari,37,1,"(100, 176)",JPEG
43211,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43213,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43214,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43282,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43283,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
43289,Mengetuk Jari,37,1,"(100, 176)",JPEG
43299,Mengetuk Jari,37,1,"(100, 176)",JPEG
43316,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43321,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43327,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43348,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43351,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43355,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43361,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43367,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
43372,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
43391,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
43401,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43406,Mengetuk Jari,37,1,"(100, 176)",JPEG
43419,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43423,Mengetuk Jari,37,1,"(100, 132)",JPEG
43432,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43436,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43443,Mengetuk Jari,37,1,"(100, 176)",JPEG
43448,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43464,Mengetuk Jari,37,1,"(100, 176)",JPEG
43472,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43477,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43520,Tidak ada gerakan,37,2,"(100, 132)",JPEG
43558,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43589,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43593,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43606,Tidak ada gerakan,37,2,"(100, 132)",JPEG
43616,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43621,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
43622,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43634,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43657,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43658,Tidak ada gerakan,37,2,"(100, 132)",JPEG
43661,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43667,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43672,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43690,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
43697,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43715,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43716,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43720,Tidak ada gerakan,37,2,"(100, 132)",JPEG
43753,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43758,Mengetuk Jari,37,1,"(100, 176)",JPEG
43766,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43769,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43778,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
43792,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43814,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43831,Mengetuk Jari,37,1,"(100, 100)",JPEG
43833,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43884,Mengetuk Jari,37,1,"(100, 176)",JPEG
43933,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
43937,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
43940,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43959,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
43972,Tidak ada gerakan,37,2,"(100, 176)",JPEG
43985,Mengetuk Jari,37,1,"(100, 176)",JPEG
43995,Mengetuk Jari,37,1,"(100, 132)",JPEG
44001,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
44059,Mengetuk Jari,37,1,"(100, 176)",JPEG
44096,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
44139,Tidak ada gerakan,37,2,"(100, 176)",JPEG
44150,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
44152,Mengetuk Jari,37,1,"(100, 132)",JPEG
44157,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
44164,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
44212,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
44227,Mengetuk Jari,37,1,"(100, 176)",JPEG
44239,Mengetuk Jari,37,1,"(100, 176)",JPEG
44281,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
44303,Tidak ada gerakan,37,2,"(100, 132)",JPEG
44349,Mengetuk Jari,37,1,"(100, 132)",JPEG
44355,Mengetuk Jari,37,1,"(100, 176)",JPEG
44371,Mengetuk Jari,37,1,"(100, 176)",JPEG
44373,Mengetuk Jari,37,1,"(100, 176)",JPEG
44379,Tidak ada gerakan,37,2,"(100, 176)",JPEG
44394,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
44415,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
44420,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
44466,Mengetuk Jari,37,1,"(100, 176)",JPEG
